,GEOID,NAME,NAMELSAD
860,55135,Waupaca,Waupaca County
861,48137,Edwards,Edwards County
862,41037,Lake,Lake County
863,29153,Ozark,Ozark County
864,48473,Waller,Waller County
865,01099,Monroe,Monroe County
866,50009,Essex,Essex County
867,51111,Lunenburg,Lunenburg County
868,38097,Traill,Traill County
869,13139,Hall,Hall County
870,13283,Treutlen,Treutlen County
871,13037,Calhoun,Calhoun County
872,55125,Vilas,Vilas County
873,27007,Beltrami,Beltrami County
874,24019,Dorchester,Dorchester County
875,42037,Columbia,Columbia County
876,39023,Clark,Clark County
877,48323,Maverick,Maverick County
878,04019,Pima,Pima County
879,35006,Cibola,Cibola County
880,34005,Burlington,Burlington County
881,50021,Rutland,Rutland County
882,13099,Early,Early County
883,25007,Dukes,Dukes County
884,38049,McHenry,McHenry County
885,31179,Wayne,Wayne County
886,38045,LaMoure,LaMoure County
887,16023,Butte,Butte County
888,33007,Coos,Coos County
889,38043,Kidder,Kidder County
890,48273,Kleberg,Kleberg County
891,18127,Porter,Porter County
892,28101,Newton,Newton County
893,37163,Sampson,Sampson County
894,47127,Moore,Moore County
895,12103,Pinellas,Pinellas County
896,17065,Hamilton,Hamilton County
897,05105,Perry,Perry County
898,20023,Cheyenne,Cheyenne County
899,08029,Delta,Delta County
900,19185,Wayne,Wayne County
901,48165,Gaines,Gaines County
902,01093,Marion,Marion County
903,37189,Watauga,Watauga County
904,51770,Roanoke,Roanoke city
905,48317,Martin,Martin County
906,48037,Bowie,Bowie County
907,49057,Weber,Weber County
908,29127,Marion,Marion County
909,36045,Jefferson,Jefferson County
910,19097,Jackson,Jackson County
911,38063,Nelson,Nelson County
912,36019,Clinton,Clinton County
913,08045,Garfield,Garfield County
914,29177,Ray,Ray County
915,39073,Hocking,Hocking County
916,01085,Lowndes,Lowndes County
917,13043,Candler,Candler County
918,19113,Linn,Linn County
919,06105,Trinity,Trinity County
920,13215,Muscogee,Muscogee County
921,28135,Tallahatchie,Tallahatchie County
922,20005,Atchison,Atchison County
923,48003,Andrews,Andrews County
924,39109,Miami,Miami County
925,48375,Potter,Potter County
926,40133,Seminole,Seminole County
927,45003,Aiken,Aiken County
928,06045,Mendocino,Mendocino County
929,51550,Chesapeake,Chesapeake city
930,56037,Sweetwater,Sweetwater County
931,48169,Garza,Garza County
932,54031,Hardy,Hardy County
933,55089,Ozaukee,Ozaukee County
934,47163,Sullivan,Sullivan County
935,45059,Laurens,Laurens County
936,56011,Crook,Crook County
937,55117,Sheboygan,Sheboygan County
938,25013,Hampden,Hampden County
939,48055,Caldwell,Caldwell County
940,20029,Cloud,Cloud County
941,06027,Inyo,Inyo County
942,01037,Coosa,Coosa County
943,19059,Dickinson,Dickinson County
944,21095,Harlan,Harlan County
945,20061,Geary,Geary County
946,42011,Berks,Berks County
947,47019,Carter,Carter County
948,27083,Lyon,Lyon County
949,51037,Charlotte,Charlotte County
950,47179,Washington,Washington County
951,45071,Newberry,Newberry County
952,51093,Isle of Wight,Isle of Wight County
953,41069,Wheeler,Wheeler County
954,29023,Butler,Butler County
955,22047,Iberville,Iberville Parish
956,28125,Sharkey,Sharkey County
957,51061,Fauquier,Fauquier County
958,51750,Radford,Radford city
959,32005,Douglas,Douglas County
960,12037,Franklin,Franklin County
961,18055,Greene,Greene County
962,18139,Rush,Rush County
963,55131,Washington,Washington County
964,29105,Laclede,Laclede County
965,42085,Mercer,Mercer County
966,05031,Craighead,Craighead County
967,29195,Saline,Saline County
968,17193,White,White County
969,17039,De Witt,De Witt County
970,32033,White Pine,White Pine County
971,27049,Goodhue,Goodhue County
972,37173,Swain,Swain County
973,12101,Pasco,Pasco County
974,12119,Sumter,Sumter County
975,36059,Nassau,Nassau County
976,38091,Steele,Steele County
977,18163,Vanderburgh,Vanderburgh County
978,29071,Franklin,Franklin County
979,37011,Avery,Avery County
980,54107,Wood,Wood County
981,55007,Bayfield,Bayfield County
982,47161,Stewart,Stewart County
983,55097,Portage,Portage County
984,45063,Lexington,Lexington County
985,24003,Anne Arundel,Anne Arundel County
986,55039,Fond du Lac,Fond du Lac County
987,54101,Webster,Webster County
988,55061,Kewaunee,Kewaunee County
989,48369,Parmer,Parmer County
990,40151,Woods,Woods County
991,21063,Elliott,Elliott County
992,25003,Berkshire,Berkshire County
993,29041,Chariton,Chariton County
994,08103,Rio Blanco,Rio Blanco County
995,08087,Morgan,Morgan County
996,41045,Malheur,Malheur County
997,34023,Middlesex,Middlesex County
998,20167,Russell,Russell County
999,17155,Putnam,Putnam County
1000,46055,Haakon,Haakon County
1001,47111,Macon,Macon County
1002,05023,Cleburne,Cleburne County
1003,01109,Pike,Pike County
1004,16003,Adams,Adams County
1005,25005,Bristol,Bristol County
1006,42107,Schuylkill,Schuylkill County
1007,38103,Wells,Wells County
1008,37045,Cleveland,Cleveland County
1009,05059,Hot Spring,Hot Spring County
1010,24021,Frederick,Frederick County
1011,17169,Schuyler,Schuyler County
1012,06051,Mono,Mono County
1013,06109,Tuolumne,Tuolumne County
1014,35013,Doña Ana,Doña Ana County
1015,13081,Crisp,Crisp County
1016,05027,Columbia,Columbia County
1017,38039,Griggs,Griggs County
1018,06095,Solano,Solano County
1019,19043,Clayton,Clayton County
1020,48449,Titus,Titus County
1021,54027,Hampshire,Hampshire County
1022,37125,Moore,Moore County
1023,20009,Barton,Barton County
1024,38087,Slope,Slope County
1025,22083,Richland,Richland Parish
1026,31071,Garfield,Garfield County
1027,22099,St. Martin,St. Martin Parish
1028,01119,Sumter,Sumter County
1029,01133,Winston,Winston County
1030,12117,Seminole,Seminole County
1031,28035,Forrest,Forrest County
1032,26065,Ingham,Ingham County
1033,20177,Shawnee,Shawnee County
1034,46061,Hanson,Hanson County
1035,27061,Itasca,Itasca County
1036,08073,Lincoln,Lincoln County
1037,36053,Madison,Madison County
1038,36115,Washington,Washington County
1039,18081,Johnson,Johnson County
1040,48445,Terry,Terry County
1041,35021,Harding,Harding County
1042,01121,Talladega,Talladega County
1043,55067,Langlade,Langlade County
1044,48155,Foard,Foard County
1045,19021,Buena Vista,Buena Vista County
1046,19129,Mills,Mills County
1047,48385,Real,Real County
1048,39041,Delaware,Delaware County
1049,37067,Forsyth,Forsyth County
1050,32510,Carson City,Carson City
1051,19049,Dallas,Dallas County
1052,48065,Carson,Carson County
1053,13261,Sumter,Sumter County
1054,29223,Wayne,Wayne County
1055,45007,Anderson,Anderson County
1056,56007,Carbon,Carbon County
1057,30093,Silver Bow,Silver Bow County
1058,17177,Stephenson,Stephenson County
1059,26087,Lapeer,Lapeer County
1060,22027,Claiborne,Claiborne Parish
1061,28161,Yalobusha,Yalobusha County
1062,26079,Kalkaska,Kalkaska County
1063,22039,Evangeline,Evangeline Parish
1064,47069,Hardeman,Hardeman County
1065,04003,Cochise,Cochise County
1066,35023,Hidalgo,Hidalgo County
1067,38023,Divide,Divide County
1068,06071,San Bernardino,San Bernardino County
1069,08083,Montezuma,Montezuma County
1070,28023,Clarke,Clarke County
1071,19125,Marion,Marion County
1072,31055,Douglas,Douglas County
1073,51600,Fairfax,Fairfax city
1074,40057,Harmon,Harmon County
1075,29039,Cedar,Cedar County
1076,13059,Clarke,Clarke County
1077,16085,Valley,Valley County
1078,48275,Knox,Knox County
1079,05103,Ouachita,Ouachita County
1080,39037,Darke,Darke County
1081,40071,Kay,Kay County
1082,46041,Dewey,Dewey County
1083,41057,Tillamook,Tillamook County
1084,13077,Coweta,Coweta County
1085,28127,Simpson,Simpson County
1086,28131,Stone,Stone County
1087,06013,Contra Costa,Contra Costa County
1088,47017,Carroll,Carroll County
1089,51087,Henrico,Henrico County
1090,18119,Owen,Owen County
1091,36119,Westchester,Westchester County
1092,29017,Bollinger,Bollinger County
1093,54047,McDowell,McDowell County
1094,54033,Harrison,Harrison County
1095,37077,Granville,Granville County
1096,09009,New Haven,New Haven County
1097,31139,Pierce,Pierce County
1098,13023,Bleckley,Bleckley County
1099,13033,Burke,Burke County
1100,17181,Union,Union County
1101,17091,Kankakee,Kankakee County
1102,38051,McIntosh,McIntosh County
1103,31141,Platte,Platte County
1104,37185,Warren,Warren County
1105,13197,Marion,Marion County
1106,46027,Clay,Clay County
1107,10005,Sussex,Sussex County
1108,13159,Jasper,Jasper County
1109,29175,Randolph,Randolph County
1110,20015,Butler,Butler County
1111,48209,Hays,Hays County
1112,48325,Medina,Medina County
1113,26105,Mason,Mason County
1114,45013,Beaufort,Beaufort County
1115,46135,Yankton,Yankton County
1116,55105,Rock,Rock County
1117,45077,Pickens,Pickens County
1118,53013,Columbia,Columbia County
1119,18023,Clinton,Clinton County
1120,17027,Clinton,Clinton County
1121,16067,Minidoka,Minidoka County
1122,42113,Sullivan,Sullivan County
1123,28121,Rankin,Rankin County
1124,48345,Motley,Motley County
1125,41039,Lane,Lane County
1126,48485,Wichita,Wichita County
1127,26155,Shiawassee,Shiawassee County
1128,20089,Jewell,Jewell County
1129,20123,Mitchell,Mitchell County
1130,12007,Bradford,Bradford County
1131,28091,Marion,Marion County
1132,28039,George,George County
1133,17085,Jo Daviess,Jo Daviess County
1134,18059,Hancock,Hancock County
1135,51620,Franklin,Franklin city
1136,48329,Midland,Midland County
1137,20171,Scott,Scott County
1138,30013,Cascade,Cascade County
1139,51660,Harrisonburg,Harrisonburg city
1140,17199,Williamson,Williamson County
1141,30029,Flathead,Flathead County
1142,20189,Stevens,Stevens County
1143,21067,Fayette,Fayette County
1144,21091,Hancock,Hancock County
1145,46013,Brown,Brown County
1146,54001,Barbour,Barbour County
1147,47181,Wayne,Wayne County
1148,31013,Box Butte,Box Butte County
1149,42097,Northumberland,Northumberland County
1150,48469,Victoria,Victoria County
1151,51530,Buena Vista,Buena Vista city
1152,26147,St. Clair,St. Clair County
1153,31173,Thurston,Thurston County
1154,50015,Lamoille,Lamoille County
1155,51067,Franklin,Franklin County
1156,40011,Blaine,Blaine County
1157,53037,Kittitas,Kittitas County
1158,18135,Randolph,Randolph County
1159,49025,Kane,Kane County
1160,54093,Tucker,Tucker County
1161,55023,Crawford,Crawford County
1162,01071,Jackson,Jackson County
1163,19123,Mahaska,Mahaska County
1164,20045,Douglas,Douglas County
1165,21059,Daviess,Daviess County
1166,21197,Powell,Powell County
1167,29097,Jasper,Jasper County
1168,41061,Union,Union County
1169,13151,Henry,Henry County
1170,38001,Adams,Adams County
1171,37137,Pamlico,Pamlico County
1172,21083,Graves,Graves County
1173,42021,Cambria,Cambria County
1174,47107,McMinn,McMinn County
1175,26093,Livingston,Livingston County
1176,08001,Adams,Adams County
1177,42069,Lackawanna,Lackawanna County
1178,40123,Pontotoc,Pontotoc County
1179,40037,Creek,Creek County
1180,48457,Tyler,Tyler County
1181,47175,Van Buren,Van Buren County
1182,40125,Pottawatomie,Pottawatomie County
1183,09013,Tolland,Tolland County
1184,35053,Socorro,Socorro County
1185,13003,Atkinson,Atkinson County
1186,12031,Duval,Duval County
1187,48145,Falls,Falls County
1188,05149,Yell,Yell County
1189,20033,Comanche,Comanche County
1190,21113,Jessamine,Jessamine County
1191,21171,Monroe,Monroe County
1192,40075,Kiowa,Kiowa County
1193,46079,Lake,Lake County
1194,37033,Caswell,Caswell County
1195,48377,Presidio,Presidio County
1196,39057,Greene,Greene County
1197,48489,Willacy,Willacy County
1198,35028,Los Alamos,Los Alamos County
1199,01003,Baldwin,Baldwin County
1200,19007,Appanoose,Appanoose County
1201,51127,New Kent,New Kent County
1202,13263,Talbot,Talbot County
1203,36049,Lewis,Lewis County
1204,54015,Clay,Clay County
1205,18077,Jefferson,Jefferson County
1206,51019,Bedford,Bedford County
1207,35033,Mora,Mora County
1208,31011,Boone,Boone County
1209,29149,Oregon,Oregon County
1210,47083,Houston,Houston County
1211,42131,Wyoming,Wyoming County
1212,37107,Lenoir,Lenoir County
1213,18167,Vigo,Vigo County
1214,18039,Elkhart,Elkhart County
1215,51077,Grayson,Grayson County
1216,48303,Lubbock,Lubbock County
1217,27093,Meeker,Meeker County
1218,39005,Ashland,Ashland County
1219,31119,Madison,Madison County
1220,12085,Martin,Martin County
1221,08079,Mineral,Mineral County
1222,13085,Dawson,Dawson County
1223,13167,Johnson,Johnson County
1224,05095,Monroe,Monroe County
1225,29059,Dallas,Dallas County
1226,51143,Pittsylvania,Pittsylvania County
1227,20145,Pawnee,Pawnee County
1228,20209,Wyandotte,Wyandotte County
1229,12029,Dixie,Dixie County
1230,26157,Tuscola,Tuscola County
1231,20065,Graham,Graham County
1232,22097,St. Landry,St. Landry Parish
1233,47055,Giles,Giles County
1234,39095,Lucas,Lucas County
1235,05093,Mississippi,Mississippi County
1236,18043,Floyd,Floyd County
1237,20129,Morton,Morton County
1238,21081,Grant,Grant County
1239,21217,Taylor,Taylor County
1240,37075,Graham,Graham County
1241,54045,Logan,Logan County
1242,54073,Pleasants,Pleasants County
1243,51071,Giles,Giles County
1244,54019,Fayette,Fayette County
1245,53061,Snohomish,Snohomish County
1246,35015,Eddy,Eddy County
1247,31117,McPherson,McPherson County
1248,31145,Red Willow,Red Willow County
1249,31149,Rock,Rock County
1250,47085,Humphreys,Humphreys County
1251,17125,Mason,Mason County
1252,51197,Wythe,Wythe County
1253,13303,Washington,Washington County
1254,53077,Yakima,Yakima County
1255,05143,Washington,Washington County
1256,48213,Henderson,Henderson County
1257,55035,Eau Claire,Eau Claire County
1258,47153,Sequatchie,Sequatchie County
1259,48471,Walker,Walker County
1260,04005,Coconino,Coconino County
1261,20191,Sumner,Sumner County
1262,26127,Oceana,Oceana County
1263,27065,Kanabec,Kanabec County
1264,39007,Ashtabula,Ashtabula County
1265,06003,Alpine,Alpine County
1266,48167,Galveston,Galveston County
1267,01011,Bullock,Bullock County
1268,17105,Livingston,Livingston County
1269,39135,Preble,Preble County
1270,39079,Jackson,Jackson County
1271,48201,Harris,Harris County
1272,25017,Middlesex,Middlesex County
1273,48115,Dawson,Dawson County
1274,36069,Ontario,Ontario County
1275,01001,Autauga,Autauga County
1276,20121,Miami,Miami County
1277,13091,Dodge,Dodge County
1278,36023,Cortland,Cortland County
1279,13039,Camden,Camden County
1280,26161,Washtenaw,Washtenaw County
1281,18087,LaGrange,LaGrange County
1282,48371,Pecos,Pecos County
1283,13225,Peach,Peach County
1284,13311,White,White County
1285,13163,Jefferson,Jefferson County
1286,55083,Oconto,Oconto County
1287,48347,Nacogdoches,Nacogdoches County
1288,44009,Washington,Washington County
1289,53047,Okanogan,Okanogan County
1290,53063,Spokane,Spokane County
1291,55041,Forest,Forest County
1292,55113,Sawyer,Sawyer County
1293,34017,Hudson,Hudson County
1294,39151,Stark,Stark County
1295,48187,Guadalupe,Guadalupe County
1296,53029,Island,Island County
1297,54037,Jefferson,Jefferson County
1298,51153,Prince William,Prince William County
1299,42029,Chester,Chester County
1300,54055,Mercer,Mercer County
1301,47145,Roane,Roane County
1302,53009,Clallam,Clallam County
1303,53065,Stevens,Stevens County
1304,19177,Van Buren,Van Buren County
1305,31073,Gosper,Gosper County
1306,28095,Monroe,Monroe County
1307,12033,Escambia,Escambia County
1308,48439,Tarrant,Tarrant County
1309,24033,Prince George's,Prince George's County
1310,51169,Scott,Scott County
1311,48239,Jackson,Jackson County
1312,40085,Love,Love County
1313,13289,Twiggs,Twiggs County
1314,39099,Mahoning,Mahoning County
1315,01087,Macon,Macon County
1316,17191,Wayne,Wayne County
1317,48437,Swisher,Swisher County
1318,29151,Osage,Osage County
1319,17089,Kane,Kane County
1320,06017,El Dorado,El Dorado County
1321,45055,Kershaw,Kershaw County
1322,37073,Gates,Gates County
1323,08089,Otero,Otero County
1324,41019,Douglas,Douglas County
1325,42089,Monroe,Monroe County
1326,05101,Newton,Newton County
1327,38019,Cavalier,Cavalier County
1328,40103,Noble,Noble County
1329,20063,Gove,Gove County
1330,22077,Pointe Coupee,Pointe Coupee Parish
1331,31067,Gage,Gage County
1332,01115,St. Clair,St. Clair County
1333,28123,Scott,Scott County
1334,13095,Dougherty,Dougherty County
1335,18061,Harrison,Harrison County
1336,16017,Bonner,Bonner County
1337,13047,Catoosa,Catoosa County
1338,22059,LaSalle,LaSalle Parish
1339,23027,Waldo,Waldo County
1340,24027,Howard,Howard County
1341,49035,Salt Lake,Salt Lake County
1342,09003,Hartford,Hartford County
1343,09015,Windham,Windham County
1344,12087,Monroe,Monroe County
1345,39157,Tuscarawas,Tuscarawas County
1346,36085,Richmond,Richmond County
1347,39071,Highland,Highland County
1348,27077,Lake of the Woods,Lake of the Woods County
1349,16011,Bingham,Bingham County
1350,45045,Greenville,Greenville County
1351,46085,Lyman,Lyman County
1352,55121,Trempealeau,Trempealeau County
1353,06113,Yolo,Yolo County
1354,48431,Sterling,Sterling County
1355,48495,Winkler,Winkler County
1356,46071,Jackson,Jackson County
1357,49041,Sevier,Sevier County
1358,51036,Charles City,Charles City County
1359,01023,Choctaw,Choctaw County
1360,18083,Knox,Knox County
1361,31047,Dawson,Dawson County
1362,20057,Ford,Ford County
1363,38105,Williams,Williams County
1364,38017,Cass,Cass County
1365,17069,Hardin,Hardin County
1366,31005,Arthur,Arthur County
1367,48163,Frio,Frio County
1368,19103,Johnson,Johnson County
1369,20133,Neosho,Neosho County
1370,21089,Greenup,Greenup County
1371,20107,Linn,Linn County
1372,49017,Garfield,Garfield County
1373,32011,Eureka,Eureka County
1374,31085,Hayes,Hayes County
1375,08095,Phillips,Phillips County
1376,05013,Calhoun,Calhoun County
1377,21101,Henderson,Henderson County
1378,28051,Holmes,Holmes County
1379,28105,Oktibbeha,Oktibbeha County
1380,30027,Fergus,Fergus County
1381,24023,Garrett,Garrett County
1382,22119,Webster,Webster Parish
1383,26059,Hillsdale,Hillsdale County
1384,21141,Logan,Logan County
1385,46033,Custer,Custer County
1386,33013,Merrimack,Merrimack County
1387,42133,York,York County
1388,37161,Rutherford,Rutherford County
1389,46005,Beadle,Beadle County
1390,01043,Cullman,Cullman County
1391,13097,Douglas,Douglas County
1392,31097,Johnson,Johnson County
1393,37187,Washington,Washington County
1394,46075,Jones,Jones County
1395,37007,Anson,Anson County
1396,38007,Billings,Billings County
1397,31003,Antelope,Antelope County
1398,29073,Gasconade,Gasconade County
1399,21031,Butler,Butler County
1400,56005,Campbell,Campbell County
1401,13211,Morgan,Morgan County
1402,05037,Cross,Cross County
1403,05107,Phillips,Phillips County
1404,22093,St. James,St. James Parish
1405,06115,Yuba,Yuba County
1406,01117,Shelby,Shelby County
1407,08091,Ouray,Ouray County
1408,35009,Curry,Curry County
1409,40149,Washita,Washita County
1410,37135,Orange,Orange County
1411,18131,Pulaski,Pulaski County
1412,26019,Benzie,Benzie County
1413,36029,Erie,Erie County
1414,24031,Montgomery,Montgomery County
1415,51685,Manassas Park,Manassas Park city
1416,51013,Arlington,Arlington County
1417,51035,Carroll,Carroll County
1418,29183,St. Charles,St. Charles County
1419,06069,San Benito,San Benito County
1420,24035,Queen Anne's,Queen Anne's County
1421,20013,Brown,Brown County
1422,13031,Bulloch,Bulloch County
1423,21071,Floyd,Floyd County
1424,30007,Broadwater,Broadwater County
1425,13309,Wheeler,Wheeler County
1426,37049,Craven,Craven County
1427,29087,Holt,Holt County
1428,48295,Lipscomb,Lipscomb County
1429,41009,Columbia,Columbia County
1430,45041,Florence,Florence County
1431,38061,Mountrail,Mountrail County
1432,49053,Washington,Washington County
1433,30003,Big Horn,Big Horn County
1434,42047,Elk,Elk County
1435,31165,Sioux,Sioux County
1436,28031,Covington,Covington County
1437,18013,Brown,Brown County
1438,18019,Clark,Clark County
1439,21021,Boyle,Boyle County
1440,21065,Estill,Estill County
1441,48087,Collingsworth,Collingsworth County
1442,48089,Colorado,Colorado County
1443,17063,Grundy,Grundy County
1444,27081,Lincoln,Lincoln County
1445,13109,Evans,Evans County
1446,48497,Wise,Wise County
1447,13307,Webster,Webster County
1448,13169,Jones,Jones County
1449,13135,Gwinnett,Gwinnett County
1450,55095,Polk,Polk County
1451,55045,Green,Green County
1452,36079,Putnam,Putnam County
1453,51700,Newport News,Newport News city
1454,08011,Bent,Bent County
1455,40065,Jackson,Jackson County
1456,30089,Sanders,Sanders County
1457,48173,Glasscock,Glasscock County
1458,05047,Franklin,Franklin County
1459,40093,Major,Major County
1460,47125,Montgomery,Montgomery County
1461,53051,Pend Oreille,Pend Oreille County
1462,38055,McLean,McLean County
1463,41027,Hood River,Hood River County
1464,19197,Wright,Wright County
1465,48419,Shelby,Shelby County
1466,29055,Crawford,Crawford County
1467,51017,Bath,Bath County
1468,27111,Otter Tail,Otter Tail County
1469,22075,Plaquemines,Plaquemines Parish
1470,28115,Pontotoc,Pontotoc County
1471,22067,Morehouse,Morehouse Parish
1472,21029,Bullitt,Bullitt County
1473,01047,Dallas,Dallas County
1474,48093,Comanche,Comanche County
1475,30053,Lincoln,Lincoln County
1476,27021,Cass,Cass County
1477,08007,Archuleta,Archuleta County
1478,28163,Yazoo,Yazoo County
1479,55087,Outagamie,Outagamie County
1480,29107,Lafayette,Lafayette County
1481,37195,Wilson,Wilson County
1482,39117,Morrow,Morrow County
1483,30039,Granite,Granite County
1484,38031,Foster,Foster County
1485,05033,Crawford,Crawford County
1486,48053,Burnet,Burnet County
1487,29186,Ste. Genevieve,Ste. Genevieve County
1488,48179,Gray,Gray County
1489,17109,McDonough,McDonough County
1490,19137,Montgomery,Montgomery County
1491,05067,Jackson,Jackson County
1492,48229,Hudspeth,Hudspeth County
1493,22079,Rapides,Rapides Parish
1494,31111,Lincoln,Lincoln County
1495,48067,Cass,Cass County
1496,47079,Henry,Henry County
1497,51840,Winchester,Winchester city
1498,37061,Duplin,Duplin County
1499,37087,Haywood,Haywood County
1500,27037,Dakota,Dakota County
1501,41025,Harney,Harney County
1502,55001,Adams,Adams County
1503,29045,Clark,Clark County
1504,21015,Boone,Boone County
1505,21229,Washington,Washington County
1506,22009,Avoyelles,Avoyelles Parish
1507,28137,Tate,Tate County
1508,29227,Worth,Worth County
1509,31163,Sherman,Sherman County
1510,46021,Campbell,Campbell County
1511,46063,Harding,Harding County
1512,26057,Gratiot,Gratiot County
1513,19175,Union,Union County
1514,17127,Massac,Massac County
1515,31113,Logan,Logan County
1516,31121,Merrick,Merrick County
1517,31161,Sheridan,Sheridan County
1518,21039,Carlisle,Carlisle County
1519,56025,Natrona,Natrona County
1520,13321,Worth,Worth County
1521,18109,Morgan,Morgan County
1522,48139,Ellis,Ellis County
1523,13229,Pierce,Pierce County
1524,18053,Grant,Grant County
1525,12035,Flagler,Flagler County
1526,28077,Lawrence,Lawrence County
1527,22127,Winn,Winn Parish
1528,17073,Henry,Henry County
1529,41041,Lincoln,Lincoln County
1530,23031,York,York County
1531,46029,Codington,Codington County
1532,13231,Pike,Pike County
1533,13259,Stewart,Stewart County
1534,34025,Monmouth,Monmouth County
1535,05021,Clay,Clay County
1536,05045,Faulkner,Faulkner County
1537,40041,Delaware,Delaware County
1538,19107,Keokuk,Keokuk County
1539,17061,Greene,Greene County
1540,27075,Lake,Lake County
1541,13285,Troup,Troup County
1542,06023,Humboldt,Humboldt County
1543,47043,Dickson,Dickson County
1544,27003,Anoka,Anoka County
1545,46009,Bon Homme,Bon Homme County
1546,47059,Greene,Greene County
1547,51183,Sussex,Sussex County
1548,18141,St. Joseph,St. Joseph County
1549,38067,Pembina,Pembina County
1550,46007,Bennett,Bennett County
1551,22115,Vernon,Vernon Parish
1552,23019,Penobscot,Penobscot County
1553,24041,Talbot,Talbot County
1554,13257,Stephens,Stephens County
1555,06065,Riverside,Riverside County
1556,05005,Baxter,Baxter County
1557,28007,Attala,Attala County
1558,19169,Story,Story County
1559,20011,Bourbon,Bourbon County
1560,51049,Cumberland,Cumberland County
1561,45085,Sumter,Sumter County
1562,54109,Wyoming,Wyoming County
1563,06029,Kern,Kern County
1564,48097,Cooke,Cooke County
1565,45075,Orangeburg,Orangeburg County
1566,55119,Taylor,Taylor County
1567,27099,Mower,Mower County
1568,27101,Murray,Murray County
1569,44007,Providence,Providence County
1570,29161,Phelps,Phelps County
1571,28117,Prentiss,Prentiss County
1572,21235,Whitley,Whitley County
1573,18149,Starke,Starke County
1574,48491,Williamson,Williamson County
1575,19131,Mitchell,Mitchell County
1576,13107,Emanuel,Emanuel County
1577,22025,Catahoula,Catahoula Parish
1578,42025,Carbon,Carbon County
1579,31133,Pawnee,Pawnee County
1580,47171,Unicoi,Unicoi County
1581,45083,Spartanburg,Spartanburg County
1582,55073,Marathon,Marathon County
1583,32007,Elko,Elko County
1584,54007,Braxton,Braxton County
1585,26165,Wexford,Wexford County
1586,48079,Cochran,Cochran County
1587,42013,Blair,Blair County
1588,29085,Hickory,Hickory County
1589,29009,Barry,Barry County
1590,27123,Ramsey,Ramsey County
1591,05081,Little River,Little River County
1592,32019,Lyon,Lyon County
1593,12071,Lee,Lee County
1594,41033,Josephine,Josephine County
1595,28113,Pike,Pike County
1596,47031,Coffee,Coffee County
1597,16059,Lemhi,Lemhi County
1598,21183,Ohio,Ohio County
1599,31153,Sarpy,Sarpy County
1600,13071,Colquitt,Colquitt County
1601,27167,Wilkin,Wilkin County
1602,17157,Randolph,Randolph County
1603,23011,Kennebec,Kennebec County
1604,51173,Smyth,Smyth County
1605,35041,Roosevelt,Roosevelt County
1606,42111,Somerset,Somerset County
1607,51191,Washington,Washington County
1608,37081,Guilford,Guilford County
1609,16001,Ada,Ada County
1610,40039,Custer,Custer County
1611,39101,Marion,Marion County
1612,17149,Pike,Pike County
1613,17203,Woodford,Woodford County
1614,13245,Richmond,Richmond County
1615,01107,Pickens,Pickens County
1616,40045,Ellis,Ellis County
1617,17145,Perry,Perry County
1618,19075,Grundy,Grundy County
1619,08107,Routt,Routt County
1620,34035,Somerset,Somerset County
1621,06011,Colusa,Colusa County
1622,17087,Johnson,Johnson County
1623,08053,Hinsdale,Hinsdale County
1624,16031,Cassia,Cassia County
1625,27059,Isanti,Isanti County
1626,42049,Erie,Erie County
1627,28029,Copiah,Copiah County
1628,48467,Van Zandt,Van Zandt County
1629,51161,Roanoke,Roanoke County
1630,51015,Augusta,Augusta County
1631,49031,Piute,Piute County
1632,21161,Mason,Mason County
1633,27009,Benton,Benton County
1634,48129,Donley,Donley County
1635,12005,Bay,Bay County
1636,01077,Lauderdale,Lauderdale County
1637,18045,Fountain,Fountain County
1638,17173,Shelby,Shelby County
1639,17051,Fayette,Fayette County
1640,39127,Perry,Perry County
1641,51590,Danville,Danville city
1642,13011,Banks,Banks County
1643,13305,Wayne,Wayne County
1644,40109,Oklahoma,Oklahoma County
1645,40069,Johnston,Johnston County
1646,37099,Jackson,Jackson County
1647,49043,Summit,Summit County
