,FGEOID,GEOID,COUNTY,STATE,GEOID_FILE,NAME_FILE,Memory Usage (GB)
245,0500000US19103,19103,Johnson,Iowa,0500000US19103.graphml,"Johnson County, Iowa.graphml",0.19405990399999998
246,0500000US19105,19105,Jones,Iowa,0500000US19105.graphml,"Jones County, Iowa.graphml",0.089300608
247,0500000US19107,19107,Keokuk,Iowa,0500000US19107.graphml,"Keokuk County, Iowa.graphml",0.061013631999999984
248,0500000US19109,19109,Kossuth,Iowa,0500000US19109.graphml,"Kossuth County, Iowa.graphml",0.09104960000000001
249,0500000US19111,19111,Lee,Iowa,0500000US19111.graphml,"Lee County, Iowa.graphml",0.11915225600000004
250,0500000US19113,19113,Linn,Iowa,0500000US19113.graphml,"Linn County, Iowa.graphml",0.24703347200000006
251,0500000US19115,19115,Louisa,Iowa,0500000US19115.graphml,"Louisa County, Iowa.graphml",0.06241856000000001
252,0500000US19117,19117,Lucas,Iowa,0500000US19117.graphml,"Lucas County, Iowa.graphml",0.046501504
253,0500000US19119,19119,Lyon,Iowa,0500000US19119.graphml,"Lyon County, Iowa.graphml",0.14008691199999998
254,0500000US19121,19121,Madison,Iowa,0500000US19121.graphml,"Madison County, Iowa.graphml",0.129871488
255,0500000US19123,19123,Mahaska,Iowa,0500000US19123.graphml,"Mahaska County, Iowa.graphml",0.09397414399999998
256,0500000US19125,19125,Marion,Iowa,0500000US19125.graphml,"Marion County, Iowa.graphml",0.08277568000000002
257,0500000US19127,19127,Marshall,Iowa,0500000US19127.graphml,"Marshall County, Iowa.graphml",0.08312793600000001
258,0500000US19129,19129,Mills,Iowa,0500000US19129.graphml,"Mills County, Iowa.graphml",0.19354790399999997
259,0500000US19131,19131,Mitchell,Iowa,0500000US19131.graphml,"Mitchell County, Iowa.graphml",0.057626239999999995
260,0500000US19133,19133,Monona,Iowa,0500000US19133.graphml,"Monona County, Iowa.graphml",0.07759424000000001
261,0500000US19135,19135,Monroe,Iowa,0500000US19135.graphml,"Monroe County, Iowa.graphml",0.05203929600000001
262,0500000US19137,19137,Montgomery,Iowa,0500000US19137.graphml,"Montgomery County, Iowa.graphml",0.06266841600000003
263,0500000US19139,19139,Muscatine,Iowa,0500000US19139.graphml,"Muscatine County, Iowa.graphml",0.10357516800000002
264,0500000US19141,19141,O'Brien,Iowa,0500000US19141.graphml,"O'Brien County, Iowa.graphml",0.070377088
265,0500000US19143,19143,Osceola,Iowa,0500000US19143.graphml,"Osceola County, Iowa.graphml",0.06002240000000003
266,0500000US19145,19145,Page,Iowa,0500000US19145.graphml,"Page County, Iowa.graphml",0.07844620800000002
267,0500000US19147,19147,Palo Alto,Iowa,0500000US19147.graphml,"Palo Alto County, Iowa.graphml",0.06813248
268,0500000US19149,19149,Plymouth,Iowa,0500000US19149.graphml,"Plymouth County, Iowa.graphml",0.17072089600000004
269,0500000US19151,19151,Pocahontas,Iowa,0500000US19151.graphml,"Pocahontas County, Iowa.graphml",0.067694208
270,0500000US19153,19153,Polk,Iowa,0500000US19153.graphml,"Polk County, Iowa.graphml",0.45017868799999994
271,0500000US19155,19155,Pottawattamie,Iowa,0500000US19155.graphml,"Pottawattamie County, Iowa.graphml",0.465202816
272,0500000US19157,19157,Poweshiek,Iowa,0500000US19157.graphml,"Poweshiek County, Iowa.graphml",0.08101030399999998
273,0500000US19159,19159,Ringgold,Iowa,0500000US19159.graphml,"Ringgold County, Iowa.graphml",0.05609433600000002
274,0500000US19161,19161,Sac,Iowa,0500000US19161.graphml,"Sac County, Iowa.graphml",0.076373632
275,0500000US19163,19163,Scott,Iowa,0500000US19163.graphml,"Scott County, Iowa.graphml",0.32289958399999996
276,0500000US19165,19165,Shelby,Iowa,0500000US19165.graphml,"Shelby County, Iowa.graphml",0.08241932800000001
277,0500000US19167,19167,Sioux,Iowa,0500000US19167.graphml,"Sioux County, Iowa.graphml",0.10479168000000003
278,0500000US19169,19169,Story,Iowa,0500000US19169.graphml,"Story County, Iowa.graphml",0.12421081600000003
279,0500000US19171,19171,Tama,Iowa,0500000US19171.graphml,"Tama County, Iowa.graphml",0.083730048
280,0500000US19173,19173,Taylor,Iowa,0500000US19173.graphml,"Taylor County, Iowa.graphml",0.07135193600000003
281,0500000US19175,19175,Union,Iowa,0500000US19175.graphml,"Union County, Iowa.graphml",0.06203763200000001
282,0500000US19177,19177,Van Buren,Iowa,0500000US19177.graphml,"Van Buren County, Iowa.graphml",0.050019968000000026
283,0500000US19179,19179,Wapello,Iowa,0500000US19179.graphml,"Wapello County, Iowa.graphml",0.08226368
284,0500000US19181,19181,Warren,Iowa,0500000US19181.graphml,"Warren County, Iowa.graphml",0.21445798400000002
285,0500000US19183,19183,Washington,Iowa,0500000US19183.graphml,"Washington County, Iowa.graphml",0.07259302399999998
286,0500000US19185,19185,Wayne,Iowa,0500000US19185.graphml,"Wayne County, Iowa.graphml",0.05611891199999999
287,0500000US19187,19187,Webster,Iowa,0500000US19187.graphml,"Webster County, Iowa.graphml",0.12119616000000002
288,0500000US19189,19189,Winnebago,Iowa,0500000US19189.graphml,"Winnebago County, Iowa.graphml",0.05657356800000002
289,0500000US19191,19191,Winneshiek,Iowa,0500000US19191.graphml,"Winneshiek County, Iowa.graphml",0.102628992
290,0500000US19193,19193,Woodbury,Iowa,0500000US19193.graphml,"Woodbury County, Iowa.graphml",0.196906624
291,0500000US19195,19195,Worth,Iowa,0500000US19195.graphml,"Worth County, Iowa.graphml",0.062045824
292,0500000US19197,19197,Wright,Iowa,0500000US19197.graphml,"Wright County, Iowa.graphml",0.06214412800000002
293,0500000US20001,20001,Allen,Kansas,0500000US20001.graphml,"Allen County, Kansas.graphml",0.09879104
294,0500000US20003,20003,Anderson,Kansas,0500000US20003.graphml,"Anderson County, Kansas.graphml",0.07868377600000001
295,0500000US20005,20005,Atchison,Kansas,0500000US20005.graphml,"Atchison County, Kansas.graphml",0.08744512000000002
296,0500000US20007,20007,Barber,Kansas,0500000US20007.graphml,"Barber County, Kansas.graphml",0.060989056000000014
297,0500000US20009,20009,Barton,Kansas,0500000US20009.graphml,"Barton County, Kansas.graphml",0.10358335999999999
298,0500000US20011,20011,Bourbon,Kansas,0500000US20011.graphml,"Bourbon County, Kansas.graphml",0.10108889600000001
299,0500000US20013,20013,Brown,Kansas,0500000US20013.graphml,"Brown County, Kansas.graphml",0.07820454399999999
300,0500000US20015,20015,Butler,Kansas,0500000US20015.graphml,"Butler County, Kansas.graphml",0.256351872
301,0500000US20017,20017,Chase,Kansas,0500000US20017.graphml,"Chase County, Kansas.graphml",0.04975782399999998
302,0500000US20019,20019,Chautauqua,Kansas,0500000US20019.graphml,"Chautauqua County, Kansas.graphml",0.06344256000000001
303,0500000US20021,20021,Cherokee,Kansas,0500000US20021.graphml,"Cherokee County, Kansas.graphml",0.192851584
304,0500000US20023,20023,Cheyenne,Kansas,0500000US20023.graphml,"Cheyenne County, Kansas.graphml",0.041369216000000014
305,0500000US20025,20025,Clark,Kansas,0500000US20025.graphml,"Clark County, Kansas.graphml",0.047173248
306,0500000US20027,20027,Clay,Kansas,0500000US20027.graphml,"Clay County, Kansas.graphml",0.08068262399999998
307,0500000US20029,20029,Cloud,Kansas,0500000US20029.graphml,"Cloud County, Kansas.graphml",0.06565849600000001
308,0500000US20031,20031,Coffey,Kansas,0500000US20031.graphml,"Coffey County, Kansas.graphml",0.08518822399999998
309,0500000US20033,20033,Comanche,Kansas,0500000US20033.graphml,"Comanche County, Kansas.graphml",0.030019199999999996
310,0500000US20035,20035,Cowley,Kansas,0500000US20035.graphml,"Cowley County, Kansas.graphml",0.12805696000000003
311,0500000US20037,20037,Crawford,Kansas,0500000US20037.graphml,"Crawford County, Kansas.graphml",0.106352256
312,0500000US20039,20039,Decatur,Kansas,0500000US20039.graphml,"Decatur County, Kansas.graphml",0.05226457600000001
313,0500000US20041,20041,Dickinson,Kansas,0500000US20041.graphml,"Dickinson County, Kansas.graphml",0.12691417600000002
314,0500000US20043,20043,Doniphan,Kansas,0500000US20043.graphml,"Doniphan County, Kansas.graphml",0.16878758400000002
315,0500000US20045,20045,Douglas,Kansas,0500000US20045.graphml,"Douglas County, Kansas.graphml",0.170708608
316,0500000US20047,20047,Edwards,Kansas,0500000US20047.graphml,"Edwards County, Kansas.graphml",0.04637862399999998
317,0500000US20049,20049,Elk,Kansas,0500000US20049.graphml,"Elk County, Kansas.graphml",0.053259904
318,0500000US20051,20051,Ellis,Kansas,0500000US20051.graphml,"Ellis County, Kansas.graphml",0.125513344
319,0500000US20053,20053,Ellsworth,Kansas,0500000US20053.graphml,"Ellsworth County, Kansas.graphml",0.07515302399999998
320,0500000US20055,20055,Finney,Kansas,0500000US20055.graphml,"Finney County, Kansas.graphml",0.08504076800000002
321,0500000US20057,20057,Ford,Kansas,0500000US20057.graphml,"Ford County, Kansas.graphml",0.090996352
322,0500000US20059,20059,Franklin,Kansas,0500000US20059.graphml,"Franklin County, Kansas.graphml",0.10951027199999999
323,0500000US20061,20061,Geary,Kansas,0500000US20061.graphml,"Geary County, Kansas.graphml",0.103919232
324,0500000US20063,20063,Gove,Kansas,0500000US20063.graphml,"Gove County, Kansas.graphml",0.05462387199999999
325,0500000US20065,20065,Graham,Kansas,0500000US20065.graphml,"Graham County, Kansas.graphml",0.05672102399999998
326,0500000US20067,20067,Grant,Kansas,0500000US20067.graphml,"Grant County, Kansas.graphml",0.051224192
327,0500000US20069,20069,Gray,Kansas,0500000US20069.graphml,"Gray County, Kansas.graphml",0.05263321600000001
328,0500000US20071,20071,Greeley,Kansas,0500000US20071.graphml,"Greeley County, Kansas.graphml",0.03386124800000001
329,0500000US20073,20073,Greenwood,Kansas,0500000US20073.graphml,"Greenwood County, Kansas.graphml",0.06975449600000003
330,0500000US20075,20075,Hamilton,Kansas,0500000US20075.graphml,"Hamilton County, Kansas.graphml",0.030600831999999994
331,0500000US20077,20077,Harper,Kansas,0500000US20077.graphml,"Harper County, Kansas.graphml",0.07787276800000001
332,0500000US20079,20079,Harvey,Kansas,0500000US20079.graphml,"Harvey County, Kansas.graphml",0.10298944000000002
333,0500000US20081,20081,Haskell,Kansas,0500000US20081.graphml,"Haskell County, Kansas.graphml",0.04520307200000001
334,0500000US20083,20083,Hodgeman,Kansas,0500000US20083.graphml,"Hodgeman County, Kansas.graphml",0.04125452800000001
335,0500000US20085,20085,Jackson,Kansas,0500000US20085.graphml,"Jackson County, Kansas.graphml",0.08865344
336,0500000US20087,20087,Jefferson,Kansas,0500000US20087.graphml,"Jefferson County, Kansas.graphml",0.227155584
337,0500000US20089,20089,Jewell,Kansas,0500000US20089.graphml,"Jewell County, Kansas.graphml",0.08879679999999998
338,0500000US20091,20091,Johnson,Kansas,0500000US20091.graphml,"Johnson County, Kansas.graphml",0.9985716479999999
339,0500000US20093,20093,Kearny,Kansas,0500000US20093.graphml,"Kearny County, Kansas.graphml",0.049921664000000004
340,0500000US20095,20095,Kingman,Kansas,0500000US20095.graphml,"Kingman County, Kansas.graphml",0.08391436800000002
341,0500000US20097,20097,Kiowa,Kansas,0500000US20097.graphml,"Kiowa County, Kansas.graphml",0.04342131199999999
342,0500000US20099,20099,Labette,Kansas,0500000US20099.graphml,"Labette County, Kansas.graphml",0.11527334399999997
343,0500000US20101,20101,Lane,Kansas,0500000US20101.graphml,"Lane County, Kansas.graphml",0.03783436800000001
344,0500000US20103,20103,Leavenworth,Kansas,0500000US20103.graphml,"Leavenworth County, Kansas.graphml",0.339316352
345,0500000US20105,20105,Lincoln,Kansas,0500000US20105.graphml,"Lincoln County, Kansas.graphml",0.05545536000000001
346,0500000US20107,20107,Linn,Kansas,0500000US20107.graphml,"Linn County, Kansas.graphml",0.10502105600000003
347,0500000US20109,20109,Logan,Kansas,0500000US20109.graphml,"Logan County, Kansas.graphml",0.041401984
348,0500000US20111,20111,Lyon,Kansas,0500000US20111.graphml,"Lyon County, Kansas.graphml",0.10822822400000001
349,0500000US20113,20113,McPherson,Kansas,0500000US20113.graphml,"McPherson County, Kansas.graphml",0.12418624000000003
350,0500000US20115,20115,Marion,Kansas,0500000US20115.graphml,"Marion County, Kansas.graphml",0.09666112000000002
351,0500000US20117,20117,Marshall,Kansas,0500000US20117.graphml,"Marshall County, Kansas.graphml",0.09578867199999999
352,0500000US20119,20119,Meade,Kansas,0500000US20119.graphml,"Meade County, Kansas.graphml",0.05305920000000003
353,0500000US20121,20121,Miami,Kansas,0500000US20121.graphml,"Miami County, Kansas.graphml",0.16903744
354,0500000US20123,20123,Mitchell,Kansas,0500000US20123.graphml,"Mitchell County, Kansas.graphml",0.056655488000000004
355,0500000US20125,20125,Montgomery,Kansas,0500000US20125.graphml,"Montgomery County, Kansas.graphml",0.12572633600000002
356,0500000US20127,20127,Morris,Kansas,0500000US20127.graphml,"Morris County, Kansas.graphml",0.06992652800000002
357,0500000US20129,20129,Morton,Kansas,0500000US20129.graphml,"Morton County, Kansas.graphml",0.026603136000000027
358,0500000US20131,20131,Nemaha,Kansas,0500000US20131.graphml,"Nemaha County, Kansas.graphml",0.08305420800000002
359,0500000US20133,20133,Neosho,Kansas,0500000US20133.graphml,"Neosho County, Kansas.graphml",0.10422643200000001
360,0500000US20135,20135,Ness,Kansas,0500000US20135.graphml,"Ness County, Kansas.graphml",0.056184448000000026
361,0500000US20137,20137,Norton,Kansas,0500000US20137.graphml,"Norton County, Kansas.graphml",0.07489087999999999
362,0500000US20139,20139,Osage,Kansas,0500000US20139.graphml,"Osage County, Kansas.graphml",0.095563392
363,0500000US20141,20141,Osborne,Kansas,0500000US20141.graphml,"Osborne County, Kansas.graphml",0.06991014399999998
364,0500000US20143,20143,Ottawa,Kansas,0500000US20143.graphml,"Ottawa County, Kansas.graphml",0.060141183999999986
365,0500000US20145,20145,Pawnee,Kansas,0500000US20145.graphml,"Pawnee County, Kansas.graphml",0.06433139199999999
366,0500000US20147,20147,Phillips,Kansas,0500000US20147.graphml,"Phillips County, Kansas.graphml",0.08694131199999999
367,0500000US20149,20149,Pottawatomie,Kansas,0500000US20149.graphml,"Pottawatomie County, Kansas.graphml",0.154807936
368,0500000US20151,20151,Pratt,Kansas,0500000US20151.graphml,"Pratt County, Kansas.graphml",0.06345894399999999
369,0500000US20153,20153,Rawlins,Kansas,0500000US20153.graphml,"Rawlins County, Kansas.graphml",0.04270041600000002
370,0500000US20155,20155,Reno,Kansas,0500000US20155.graphml,"Reno County, Kansas.graphml",0.16418368000000003
371,0500000US20157,20157,Republic,Kansas,0500000US20157.graphml,"Republic County, Kansas.graphml",0.08508172800000002
372,0500000US20159,20159,Rice,Kansas,0500000US20159.graphml,"Rice County, Kansas.graphml",0.098782848
373,0500000US20161,20161,Riley,Kansas,0500000US20161.graphml,"Riley County, Kansas.graphml",0.18858355200000002
374,0500000US20163,20163,Rooks,Kansas,0500000US20163.graphml,"Rooks County, Kansas.graphml",0.07897049600000003
375,0500000US20165,20165,Rush,Kansas,0500000US20165.graphml,"Rush County, Kansas.graphml",0.06207449600000001
376,0500000US20167,20167,Russell,Kansas,0500000US20167.graphml,"Russell County, Kansas.graphml",0.089235072
377,0500000US20169,20169,Saline,Kansas,0500000US20169.graphml,"Saline County, Kansas.graphml",0.10879347199999997
378,0500000US20171,20171,Scott,Kansas,0500000US20171.graphml,"Scott County, Kansas.graphml",0.043028096000000016
379,0500000US20173,20173,Sedgwick,Kansas,0500000US20173.graphml,"Sedgwick County, Kansas.graphml",0.556199552
380,0500000US20175,20175,Seward,Kansas,0500000US20175.graphml,"Seward County, Kansas.graphml",0.066768512
381,0500000US20177,20177,Shawnee,Kansas,0500000US20177.graphml,"Shawnee County, Kansas.graphml",0.23164889600000002
382,0500000US20179,20179,Sheridan,Kansas,0500000US20179.graphml,"Sheridan County, Kansas.graphml",0.059162240000000005
383,0500000US20181,20181,Sherman,Kansas,0500000US20181.graphml,"Sherman County, Kansas.graphml",0.05504576
384,0500000US20183,20183,Smith,Kansas,0500000US20183.graphml,"Smith County, Kansas.graphml",0.07595584
385,0500000US20185,20185,Stafford,Kansas,0500000US20185.graphml,"Stafford County, Kansas.graphml",0.07008217600000002
386,0500000US20187,20187,Stanton,Kansas,0500000US20187.graphml,"Stanton County, Kansas.graphml",0.021839488000000018
387,0500000US20189,20189,Stevens,Kansas,0500000US20189.graphml,"Stevens County, Kansas.graphml",0.04556761600000003
388,0500000US20191,20191,Sumner,Kansas,0500000US20191.graphml,"Sumner County, Kansas.graphml",0.17581632
389,0500000US20193,20193,Thomas,Kansas,0500000US20193.graphml,"Thomas County, Kansas.graphml",0.06827584
390,0500000US20195,20195,Trego,Kansas,0500000US20195.graphml,"Trego County, Kansas.graphml",0.07018457600000003
391,0500000US20197,20197,Wabaunsee,Kansas,0500000US20197.graphml,"Wabaunsee County, Kansas.graphml",0.09184012800000002
392,0500000US20199,20199,Wallace,Kansas,0500000US20199.graphml,"Wallace County, Kansas.graphml",0.032730752
393,0500000US20201,20201,Washington,Kansas,0500000US20201.graphml,"Washington County, Kansas.graphml",0.08519232000000002
394,0500000US20203,20203,Wichita,Kansas,0500000US20203.graphml,"Wichita County, Kansas.graphml",0.03539315200000001
395,0500000US20205,20205,Wilson,Kansas,0500000US20205.graphml,"Wilson County, Kansas.graphml",0.08937843200000001
396,0500000US20207,20207,Woodson,Kansas,0500000US20207.graphml,"Woodson County, Kansas.graphml",0.07669312
397,0500000US20209,20209,Wyandotte,Kansas,0500000US20209.graphml,"Wyandotte County, Kansas.graphml",0.759324288
398,0500000US21001,21001,Adair,Kentucky,0500000US21001.graphml,"Adair County, Kentucky.graphml",0.10731072
399,0500000US21003,21003,Allen,Kentucky,0500000US21003.graphml,"Allen County, Kentucky.graphml",0.091225728
400,0500000US21005,21005,Anderson,Kentucky,0500000US21005.graphml,"Anderson County, Kentucky.graphml",0.09450662399999998
401,0500000US21007,21007,Ballard,Kentucky,0500000US21007.graphml,"Ballard County, Kentucky.graphml",0.07214656
402,0500000US21009,21009,Barren,Kentucky,0500000US21009.graphml,"Barren County, Kentucky.graphml",0.11898432
403,0500000US21011,21011,Bath,Kentucky,0500000US21011.graphml,"Bath County, Kentucky.graphml",0.09524390399999999
404,0500000US21013,21013,Bell,Kentucky,0500000US21013.graphml,"Bell County, Kentucky.graphml",0.12003699199999998
405,0500000US21015,21015,Boone,Kentucky,0500000US21015.graphml,"Boone County, Kentucky.graphml",0.32613542399999995
406,0500000US21017,21017,Bourbon,Kentucky,0500000US21017.graphml,"Bourbon County, Kentucky.graphml",0.12049984
407,0500000US21019,21019,Boyd,Kentucky,0500000US21019.graphml,"Boyd County, Kentucky.graphml",0.173260416
408,0500000US21021,21021,Boyle,Kentucky,0500000US21021.graphml,"Boyle County, Kentucky.graphml",0.09992563199999999
409,0500000US21023,21023,Bracken,Kentucky,0500000US21023.graphml,"Bracken County, Kentucky.graphml",0.03709299199999999
410,0500000US21025,21025,Breathitt,Kentucky,0500000US21025.graphml,"Breathitt County, Kentucky.graphml",0.08825203200000001
411,0500000US21027,21027,Breckinridge,Kentucky,0500000US21027.graphml,"Breckinridge County, Kentucky.graphml",0.09224153600000001
412,0500000US21029,21029,Bullitt,Kentucky,0500000US21029.graphml,"Bullitt County, Kentucky.graphml",0.26734144000000004
413,0500000US21031,21031,Butler,Kentucky,0500000US21031.graphml,"Butler County, Kentucky.graphml",0.07611558399999999
414,0500000US21033,21033,Caldwell,Kentucky,0500000US21033.graphml,"Caldwell County, Kentucky.graphml",0.096591488
415,0500000US21035,21035,Calloway,Kentucky,0500000US21035.graphml,"Calloway County, Kentucky.graphml",0.11559692800000002
416,0500000US21037,21037,Campbell,Kentucky,0500000US21037.graphml,"Campbell County, Kentucky.graphml",0.428957312
417,0500000US21039,21039,Carlisle,Kentucky,0500000US21039.graphml,"Carlisle County, Kentucky.graphml",0.040414848
418,0500000US21041,21041,Carroll,Kentucky,0500000US21041.graphml,"Carroll County, Kentucky.graphml",0.07460825600000001
419,0500000US21043,21043,Carter,Kentucky,0500000US21043.graphml,"Carter County, Kentucky.graphml",0.11734592000000002
420,0500000US21045,21045,Casey,Kentucky,0500000US21045.graphml,"Casey County, Kentucky.graphml",0.10020825600000002
421,0500000US21047,21047,Christian,Kentucky,0500000US21047.graphml,"Christian County, Kentucky.graphml",0.214699648
422,0500000US21049,21049,Clark,Kentucky,0500000US21049.graphml,"Clark County, Kentucky.graphml",0.134168192
423,0500000US21051,21051,Clay,Kentucky,0500000US21051.graphml,"Clay County, Kentucky.graphml",0.08037132800000002
424,0500000US21053,21053,Clinton,Kentucky,0500000US21053.graphml,"Clinton County, Kentucky.graphml",0.057175680000000006
425,0500000US21055,21055,Crittenden,Kentucky,0500000US21055.graphml,"Crittenden County, Kentucky.graphml",0.078528128
426,0500000US21057,21057,Cumberland,Kentucky,0500000US21057.graphml,"Cumberland County, Kentucky.graphml",0.06385216000000002
427,0500000US21059,21059,Daviess,Kentucky,0500000US21059.graphml,"Daviess County, Kentucky.graphml",0.16853772800000003
428,0500000US21061,21061,Edmonson,Kentucky,0500000US21061.graphml,"Edmonson County, Kentucky.graphml",0.074403456
429,0500000US21063,21063,Elliott,Kentucky,0500000US21063.graphml,"Elliott County, Kentucky.graphml",0.081575552
430,0500000US21065,21065,Estill,Kentucky,0500000US21065.graphml,"Estill County, Kentucky.graphml",0.08841177600000003
431,0500000US21067,21067,Fayette,Kentucky,0500000US21067.graphml,"Fayette County, Kentucky.graphml",0.35321817599999994
432,0500000US21069,21069,Fleming,Kentucky,0500000US21069.graphml,"Fleming County, Kentucky.graphml",0.090427008
433,0500000US21071,21071,Floyd,Kentucky,0500000US21071.graphml,"Floyd County, Kentucky.graphml",0.127106688
434,0500000US21073,21073,Franklin,Kentucky,0500000US21073.graphml,"Franklin County, Kentucky.graphml",0.09566988800000001
435,0500000US21075,21075,Fulton,Kentucky,0500000US21075.graphml,"Fulton County, Kentucky.graphml",0.057065088000000014
436,0500000US21077,21077,Gallatin,Kentucky,0500000US21077.graphml,"Gallatin County, Kentucky.graphml",0.047464064
437,0500000US21079,21079,Garrard,Kentucky,0500000US21079.graphml,"Garrard County, Kentucky.graphml",0.14081190400000002
438,0500000US21081,21081,Grant,Kentucky,0500000US21081.graphml,"Grant County, Kentucky.graphml",0.059768448
439,0500000US21083,21083,Graves,Kentucky,0500000US21083.graphml,"Graves County, Kentucky.graphml",0.11868531200000002
440,0500000US21085,21085,Grayson,Kentucky,0500000US21085.graphml,"Grayson County, Kentucky.graphml",0.10248153600000001
441,0500000US21087,21087,Green,Kentucky,0500000US21087.graphml,"Green County, Kentucky.graphml",0.09730009600000003
442,0500000US21089,21089,Greenup,Kentucky,0500000US21089.graphml,"Greenup County, Kentucky.graphml",0.23397132799999995
443,0500000US21091,21091,Hancock,Kentucky,0500000US21091.graphml,"Hancock County, Kentucky.graphml",0.074960512
444,0500000US21093,21093,Hardin,Kentucky,0500000US21093.graphml,"Hardin County, Kentucky.graphml",0.201080448
445,0500000US21095,21095,Harlan,Kentucky,0500000US21095.graphml,"Harlan County, Kentucky.graphml",0.132120192
446,0500000US21097,21097,Harrison,Kentucky,0500000US21097.graphml,"Harrison County, Kentucky.graphml",0.06669888000000002
447,0500000US21099,21099,Hart,Kentucky,0500000US21099.graphml,"Hart County, Kentucky.graphml",0.10552486399999997
448,0500000US21101,21101,Henderson,Kentucky,0500000US21101.graphml,"Henderson County, Kentucky.graphml",0.297143936
449,0500000US21103,21103,Henry,Kentucky,0500000US21103.graphml,"Henry County, Kentucky.graphml",0.08427072
450,0500000US21105,21105,Hickman,Kentucky,0500000US21105.graphml,"Hickman County, Kentucky.graphml",0.05470988800000001
451,0500000US21107,21107,Hopkins,Kentucky,0500000US21107.graphml,"Hopkins County, Kentucky.graphml",0.12782758399999997
452,0500000US21109,21109,Jackson,Kentucky,0500000US21109.graphml,"Jackson County, Kentucky.graphml",0.07263398399999998
453,0500000US21111,21111,Jefferson,Kentucky,0500000US21111.graphml,"Jefferson County, Kentucky.graphml",0.7975932159999999
454,0500000US21113,21113,Jessamine,Kentucky,0500000US21113.graphml,"Jessamine County, Kentucky.graphml",0.23540492799999999
455,0500000US21115,21115,Johnson,Kentucky,0500000US21115.graphml,"Johnson County, Kentucky.graphml",0.09425267200000001
456,0500000US21117,21117,Kenton,Kentucky,0500000US21117.graphml,"Kenton County, Kentucky.graphml",0.435601024
457,0500000US21119,21119,Knott,Kentucky,0500000US21119.graphml,"Knott County, Kentucky.graphml",0.09465408
458,0500000US21121,21121,Knox,Kentucky,0500000US21121.graphml,"Knox County, Kentucky.graphml",0.12529216
459,0500000US21123,21123,Larue,Kentucky,0500000US21123.graphml,"Larue County, Kentucky.graphml",0.08340646399999999
460,0500000US21125,21125,Laurel,Kentucky,0500000US21125.graphml,"Laurel County, Kentucky.graphml",0.146394752
461,0500000US21127,21127,Lawrence,Kentucky,0500000US21127.graphml,"Lawrence County, Kentucky.graphml",0.10448038400000001
462,0500000US21129,21129,Lee,Kentucky,0500000US21129.graphml,"Lee County, Kentucky.graphml",0.063553152
463,0500000US21131,21131,Leslie,Kentucky,0500000US21131.graphml,"Leslie County, Kentucky.graphml",0.10226444800000004
464,0500000US21133,21133,Letcher,Kentucky,0500000US21133.graphml,"Letcher County, Kentucky.graphml",0.09933580800000003
465,0500000US21135,21135,Lewis,Kentucky,0500000US21135.graphml,"Lewis County, Kentucky.graphml",0.13494643199999998
466,0500000US21137,21137,Lincoln,Kentucky,0500000US21137.graphml,"Lincoln County, Kentucky.graphml",0.12025408000000001
467,0500000US21139,21139,Livingston,Kentucky,0500000US21139.graphml,"Livingston County, Kentucky.graphml",0.142601856
468,0500000US21141,21141,Logan,Kentucky,0500000US21141.graphml,"Logan County, Kentucky.graphml",0.099643008
469,0500000US21143,21143,Lyon,Kentucky,0500000US21143.graphml,"Lyon County, Kentucky.graphml",0.106499712
470,0500000US21145,21145,McCracken,Kentucky,0500000US21145.graphml,"McCracken County, Kentucky.graphml",0.14716479999999996
471,0500000US21147,21147,McCreary,Kentucky,0500000US21147.graphml,"McCreary County, Kentucky.graphml",0.08243161600000001
472,0500000US21149,21149,McLean,Kentucky,0500000US21149.graphml,"McLean County, Kentucky.graphml",0.06588377600000003
473,0500000US21151,21151,Madison,Kentucky,0500000US21151.graphml,"Madison County, Kentucky.graphml",0.182951552
474,0500000US21153,21153,Magoffin,Kentucky,0500000US21153.graphml,"Magoffin County, Kentucky.graphml",0.075476608
475,0500000US21155,21155,Marion,Kentucky,0500000US21155.graphml,"Marion County, Kentucky.graphml",0.09031232
476,0500000US21157,21157,Marshall,Kentucky,0500000US21157.graphml,"Marshall County, Kentucky.graphml",0.13098969600000002
477,0500000US21159,21159,Martin,Kentucky,0500000US21159.graphml,"Martin County, Kentucky.graphml",0.05863385600000001
478,0500000US21161,21161,Mason,Kentucky,0500000US21161.graphml,"Mason County, Kentucky.graphml",0.08343513600000002
479,0500000US21163,21163,Meade,Kentucky,0500000US21163.graphml,"Meade County, Kentucky.graphml",0.11484735999999998
480,0500000US21165,21165,Menifee,Kentucky,0500000US21165.graphml,"Menifee County, Kentucky.graphml",0.05903936000000001
481,0500000US21167,21167,Mercer,Kentucky,0500000US21167.graphml,"Mercer County, Kentucky.graphml",0.11444185600000004
482,0500000US21169,21169,Metcalfe,Kentucky,0500000US21169.graphml,"Metcalfe County, Kentucky.graphml",0.06738291199999999
483,0500000US21171,21171,Monroe,Kentucky,0500000US21171.graphml,"Monroe County, Kentucky.graphml",0.07371942399999998
484,0500000US21173,21173,Montgomery,Kentucky,0500000US21173.graphml,"Montgomery County, Kentucky.graphml",0.07845439999999998
485,0500000US21175,21175,Morgan,Kentucky,0500000US21175.graphml,"Morgan County, Kentucky.graphml",0.09989696
