,FGEOID,GEOID,NAME,NAMELSAD,GEOID_FILE,Memory Usage (GB)
700,0500000US19081,19081,Hancock,Hancock County,0500000US19081.graphml,0.07474752000000001
701,0500000US38089,38089,Stark,Stark County,0500000US38089.graphml,0.050925183999999984
702,0500000US26095,26095,Luce,Luce County,0500000US26095.graphml,0.02985126399999999
703,0500000US40019,40019,Carter,Carter County,0500000US40019.graphml,0.13282060800000003
704,0500000US37139,37139,Pasquotank,Pasquotank County,0500000US37139.graphml,0.06408972800000001
705,0500000US35055,35055,Taos,Taos County,0500000US35055.graphml,0.117587584
706,0500000US28011,28011,Bolivar,Bolivar County,0500000US28011.graphml,0.07535782399999999
707,0500000US32023,32023,Nye,Nye County,0500000US32023.graphml,0.10835929600000002
708,0500000US47073,47073,Hawkins,Hawkins County,0500000US47073.graphml,0.24818854399999998
709,0500000US38011,38011,Bowman,Bowman County,0500000US38011.graphml,0.018796160000000006
710,0500000US42057,42057,Fulton,Fulton County,0500000US42057.graphml,0.104246912
711,0500000US22055,22055,Lafayette,Lafayette Parish,0500000US22055.graphml,0.3133886720000001
712,0500000US48237,48237,Jack,Jack County,0500000US48237.graphml,0.09760729600000001
713,0500000US17175,17175,Stark,Stark County,0500000US17175.graphml,0.05463206399999998
714,0500000US40055,40055,Greer,Greer County,0500000US40055.graphml,0.09096358399999999
715,0500000US48211,48211,Hemphill,Hemphill County,0500000US48211.graphml,0.06847244800000002
716,0500000US16069,16069,Nez Perce,Nez Perce County,0500000US16069.graphml,0.11001407999999999
717,0500000US46129,46129,Walworth,Walworth County,0500000US46129.graphml,0.033635968000000016
718,0500000US06055,6055,Napa,Napa County,0500000US06055.graphml,0.37267417599999997
719,0500000US40033,40033,Cotton,Cotton County,0500000US40033.graphml,0.076275328
720,0500000US29221,29221,Washington,Washington County,0500000US29221.graphml,0.160022144
721,0500000US36011,36011,Cayuga,Cayuga County,0500000US36011.graphml,0.19863513600000002
722,0500000US48417,48417,Shackelford,Shackelford County,0500000US48417.graphml,0.12574272
723,0500000US48407,48407,San Jacinto,San Jacinto County,0500000US48407.graphml,0.21676403200000002
724,0500000US19061,19061,Dubuque,Dubuque County,0500000US19061.graphml,0.160321152
725,0500000US51075,51075,Goochland,Goochland County,0500000US51075.graphml,0.301178496
726,0500000US20181,20181,Sherman,Sherman County,0500000US20181.graphml,0.05449689600000002
727,0500000US39139,39139,Richland,Richland County,0500000US39139.graphml,0.24337984
728,0500000US17001,17001,Adams,Adams County,0500000US17001.graphml,0.18747763200000003
729,0500000US39021,39021,Champaign,Champaign County,0500000US39021.graphml,0.11635468800000001
730,0500000US33019,33019,Sullivan,Sullivan County,0500000US33019.graphml,0.19424012799999998
731,0500000US17075,17075,Iroquois,Iroquois County,0500000US17075.graphml,0.145899136
732,0500000US19157,19157,Poweshiek,Poweshiek County,0500000US19157.graphml,0.07817177600000003
733,0500000US39169,39169,Wayne,Wayne County,0500000US39169.graphml,0.261881472
734,0500000US13113,13113,Fayette,Fayette County,0500000US13113.graphml,0.371682944
735,0500000US13141,13141,Hancock,Hancock County,0500000US13141.graphml,0.09151244800000002
736,0500000US48259,48259,Kendall,Kendall County,0500000US48259.graphml,0.136633984
737,0500000US36039,36039,Greene,Greene County,0500000US36039.graphml,0.21832051200000005
738,0500000US51137,51137,Orange,Orange County,0500000US51137.graphml,0.14537075200000002
739,0500000US40089,40089,McCurtain,McCurtain County,0500000US40089.graphml,0.151842432
740,0500000US13277,13277,Tift,Tift County,0500000US13277.graphml,0.08369728000000001
741,0500000US31025,31025,Cass,Cass County,0500000US31025.graphml,0.17484556800000003
742,0500000US46077,46077,Kingsbury,Kingsbury County,0500000US46077.graphml,0.05420608000000002
743,0500000US56009,56009,Converse,Converse County,0500000US56009.graphml,0.09122982399999999
744,0500000US36043,36043,Herkimer,Herkimer County,0500000US36043.graphml,0.20067904
745,0500000US38047,38047,Logan,Logan County,0500000US38047.graphml,0.02250713600000001
746,0500000US26053,26053,Gogebic,Gogebic County,0500000US26053.graphml,0.08031398399999998
747,0500000US27005,27005,Becker,Becker County,0500000US27005.graphml,0.123842176
748,0500000US01095,1095,Marshall,Marshall County,0500000US01095.graphml,0.30170688
749,0500000US47173,47173,Union,Union County,0500000US47173.graphml,0.08703552
750,0500000US54057,54057,Mineral,Mineral County,0500000US54057.graphml,0.13443852800000003
751,0500000US55003,55003,Ashland,Ashland County,0500000US55003.graphml,0.08318937600000001
752,0500000US17053,17053,Ford,Ford County,0500000US17053.graphml,0.09247500800000003
753,0500000US38029,38029,Emmons,Emmons County,0500000US38029.graphml,0.025730688
754,0500000US06089,6089,Shasta,Shasta County,0500000US06089.graphml,0.324861568
755,0500000US22113,22113,Vermilion,Vermilion Parish,0500000US22113.graphml,0.222731904
756,0500000US05121,5121,Randolph,Randolph County,0500000US05121.graphml,0.08020748800000002
757,0500000US55085,55085,Oneida,Oneida County,0500000US55085.graphml,0.21197990399999997
758,0500000US22035,22035,East Carroll,East Carroll Parish,0500000US22035.graphml,0.054369920000000016
759,0500000US22037,22037,East Feliciana,East Feliciana Parish,0500000US22037.graphml,0.06964800000000002
760,0500000US22087,22087,St. Bernard,St. Bernard Parish,0500000US22087.graphml,0.322395776
761,0500000US48481,48481,Wharton,Wharton County,0500000US48481.graphml,0.13152217600000002
762,0500000US48153,48153,Floyd,Floyd County,0500000US48153.graphml,0.09323276800000002
763,0500000US21151,21151,Madison,Madison County,0500000US21151.graphml,0.18110015999999998
764,0500000US47009,47009,Blount,Blount County,0500000US47009.graphml,0.41066457599999995
765,0500000US30031,30031,Gallatin,Gallatin County,0500000US30031.graphml,0.161238656
766,0500000US45031,45031,Darlington,Darlington County,0500000US45031.graphml,0.25215347200000005
767,0500000US01053,1053,Escambia,Escambia County,0500000US01053.graphml,0.14565337600000003
768,0500000US13143,13143,Haralson,Haralson County,0500000US13143.graphml,0.130829952
769,0500000US20001,20001,Allen,Allen County,0500000US20001.graphml,0.097324672
770,0500000US17041,17041,Douglas,Douglas County,0500000US17041.graphml,0.08463936
771,0500000US51079,51079,Greene,Greene County,0500000US51079.graphml,0.07335897600000002
772,0500000US55137,55137,Waushara,Waushara County,0500000US55137.graphml,0.11145996799999999
773,0500000US05065,5065,Izard,Izard County,0500000US05065.graphml,0.09540364800000001
774,0500000US06053,6053,Monterey,Monterey County,0500000US06053.graphml,0.368381568
775,0500000US35017,35017,Grant,Grant County,0500000US35017.graphml,0.09507596800000001
776,0500000US29131,29131,Miller,Miller County,0500000US29131.graphml,0.13273868800000002
777,0500000US37193,37193,Wilkes,Wilkes County,0500000US37193.graphml,0.22729484799999997
778,0500000US29165,29165,Platte,Platte County,0500000US29165.graphml,0.5133840639999999
779,0500000US29021,29021,Buchanan,Buchanan County,0500000US29021.graphml,0.170352256
780,0500000US01083,1083,Limestone,Limestone County,0500000US01083.graphml,0.337624704
781,0500000US18065,18065,Henry,Henry County,0500000US18065.graphml,0.172834432
782,0500000US31143,31143,Polk,Polk County,0500000US31143.graphml,0.07891315199999999
783,0500000US39123,39123,Ottawa,Ottawa County,0500000US39123.graphml,0.1712288
784,0500000US27107,27107,Norman,Norman County,0500000US27107.graphml,0.057622143999999986
785,0500000US19165,19165,Shelby,Shelby County,0500000US19165.graphml,0.079818368
786,0500000US24013,24013,Carroll,Carroll County,0500000US24013.graphml,0.339508864
787,0500000US19011,19011,Benton,Benton County,0500000US19011.graphml,0.11413056000000002
788,0500000US21159,21159,Martin,Martin County,0500000US21159.graphml,0.058740351999999996
789,0500000US27025,27025,Chisago,Chisago County,0500000US27025.graphml,0.17686899199999997
790,0500000US21189,21189,Owsley,Owsley County,0500000US21189.graphml,0.05286668800000002
791,0500000US42015,42015,Bradford,Bradford County,0500000US42015.graphml,0.183131776
792,0500000US54029,54029,Hancock,Hancock County,0500000US54029.graphml,0.15783078399999997
793,0500000US29051,29051,Cole,Cole County,0500000US29051.graphml,0.115515008
794,0500000US26021,26021,Berrien,Berrien County,0500000US26021.graphml,0.40426252799999995
795,0500000US42061,42061,Huntingdon,Huntingdon County,0500000US42061.graphml,0.21473651200000002
796,0500000US31045,31045,Dawes,Dawes County,0500000US31045.graphml,0.02858150399999998
797,0500000US51141,51141,Patrick,Patrick County,0500000US51141.graphml,0.14258956800000003
798,0500000US26119,26119,Montmorency,Montmorency County,0500000US26119.graphml,0.056958592
799,0500000US26135,26135,Oscoda,Oscoda County,0500000US26135.graphml,0.06658009600000003
800,0500000US35007,35007,Colfax,Colfax County,0500000US35007.graphml,0.10362432000000002
801,0500000US17163,17163,St. Clair,St. Clair County,0500000US17163.graphml,0.799628928
802,0500000US17189,17189,Washington,Washington County,0500000US17189.graphml,0.13649062399999998
803,0500000US42009,42009,Bedford,Bedford County,0500000US42009.graphml,0.272457344
804,0500000US05127,5127,Scott,Scott County,0500000US05127.graphml,0.05826521600000001
805,0500000US20099,20099,Labette,Labette County,0500000US20099.graphml,0.11413465600000003
806,0500000US42073,42073,Lawrence,Lawrence County,0500000US42073.graphml,0.295530112
807,0500000US39067,39067,Harrison,Harrison County,0500000US39067.graphml,0.125939328
808,0500000US37003,37003,Alexander,Alexander County,0500000US37003.graphml,0.21980326399999997
809,0500000US34009,34009,Cape May,Cape May County,0500000US34009.graphml,0.24529676799999997
810,0500000US33005,33005,Cheshire,Cheshire County,0500000US33005.graphml,0.23675660799999995
811,0500000US27089,27089,Marshall,Marshall County,0500000US27089.graphml,0.09786124800000001
812,0500000US51101,51101,King William,King William County,0500000US51101.graphml,0.147766912
813,0500000US08055,8055,Huerfano,Huerfano County,0500000US08055.graphml,0.06164032
814,0500000US48255,48255,Karnes,Karnes County,0500000US48255.graphml,0.08244390399999998
815,0500000US47023,47023,Chester,Chester County,0500000US47023.graphml,0.058867328000000024
816,0500000US17171,17171,Scott,Scott County,0500000US17171.graphml,0.07697984
817,0500000US49027,49027,Millard,Millard County,0500000US49027.graphml,0.028466816000000034
818,0500000US49029,49029,Morgan,Morgan County,0500000US49029.graphml,0.215334528
819,0500000US48257,48257,Kaufman,Kaufman County,0500000US48257.graphml,0.48660441600000004
820,0500000US04011,4011,Greenlee,Greenlee County,0500000US04011.graphml,0.032841343999999995
821,0500000US04013,4013,Maricopa,Maricopa County,0500000US04013.graphml,3.247730304
822,0500000US26129,26129,Ogemaw,Ogemaw County,0500000US26129.graphml,0.093744768
823,0500000US47087,47087,Jackson,Jackson County,0500000US47087.graphml,0.10411583999999999
824,0500000US17159,17159,Richland,Richland County,0500000US17159.graphml,0.09051712
825,0500000US01009,1009,Blount,Blount County,0500000US01009.graphml,0.25934604799999994
826,0500000US30051,30051,Liberty,Liberty County,0500000US30051.graphml,0.027369088000000014
827,0500000US48131,48131,Duval,Duval County,0500000US48131.graphml,0.063553152
828,0500000US29173,29173,Ralls,Ralls County,0500000US29173.graphml,0.10801113600000004
829,0500000US48251,48251,Johnson,Johnson County,0500000US48251.graphml,0.45461056
830,0500000US13061,13061,Clay,Clay County,0500000US13061.graphml,0.038121088000000025
831,0500000US41023,41023,Grant,Grant County,0500000US41023.graphml,0.04025920000000002
832,0500000US41011,41011,Coos,Coos County,0500000US41011.graphml,0.125206144
833,0500000US48159,48159,Franklin,Franklin County,0500000US48159.graphml,0.07273638399999999
834,0500000US36113,36113,Warren,Warren County,0500000US36113.graphml,0.166547072
835,0500000US51113,51113,Madison,Madison County,0500000US51113.graphml,0.121208448
836,0500000US40005,40005,Atoka,Atoka County,0500000US40005.graphml,0.081145472
837,0500000US17129,17129,Menard,Menard County,0500000US17129.graphml,0.079326848
838,0500000US13015,13015,Bartow,Bartow County,0500000US13015.graphml,0.34618943999999996
839,0500000US12069,12069,Lake,Lake County,0500000US12069.graphml,0.8838795519999999
840,0500000US40111,40111,Okmulgee,Okmulgee County,0500000US40111.graphml,0.173129344
841,0500000US38083,38083,Sheridan,Sheridan County,0500000US38083.graphml,0.023838336000000016
842,0500000US18049,18049,Fulton,Fulton County,0500000US18049.graphml,0.109055616
843,0500000US20091,20091,Johnson,Johnson County,0500000US20091.graphml,0.9915511040000001
844,0500000US24009,24009,Calvert,Calvert County,0500000US24009.graphml,0.311225984
845,0500000US55129,55129,Washburn,Washburn County,0500000US55129.graphml,0.12573452800000004
846,0500000US53031,53031,Jefferson,Jefferson County,0500000US53031.graphml,0.15437376
847,0500000US27169,27169,Winona,Winona County,0500000US27169.graphml,0.20010969600000003
848,0500000US28149,28149,Warren,Warren County,0500000US28149.graphml,0.09416665600000002
849,0500000US29003,29003,Andrew,Andrew County,0500000US29003.graphml,0.139411072
850,0500000US29139,29139,Montgomery,Montgomery County,0500000US29139.graphml,0.097017472
851,0500000US20021,20021,Cherokee,Cherokee County,0500000US20021.graphml,0.196271744
852,0500000US37083,37083,Halifax,Halifax County,0500000US37083.graphml,0.12380121600000002
853,0500000US35043,35043,Sandoval,Sandoval County,0500000US35043.graphml,0.50456128
854,0500000US21051,21051,Clay,Clay County,0500000US21051.graphml,0.079474304
855,0500000US42035,42035,Clinton,Clinton County,0500000US42035.graphml,0.13608921600000004
856,0500000US41043,41043,Linn,Linn County,0500000US41043.graphml,0.271535744
857,0500000US55065,55065,Lafayette,Lafayette County,0500000US55065.graphml,0.11216447999999998
858,0500000US40147,40147,Washington,Washington County,0500000US40147.graphml,0.14176217600000005
859,0500000US54077,54077,Preston,Preston County,0500000US54077.graphml,0.135437952
860,0500000US55135,55135,Waupaca,Waupaca County,0500000US55135.graphml,0.153591424
861,0500000US48137,48137,Edwards,Edwards County,0500000US48137.graphml,0.10656934399999998
862,0500000US41037,41037,Lake,Lake County,0500000US41037.graphml,0.06408153600000002
863,0500000US29153,29153,Ozark,Ozark County,0500000US29153.graphml,0.07519398399999999
864,0500000US48473,48473,Waller,Waller County,0500000US48473.graphml,0.34561190399999997
865,0500000US01099,1099,Monroe,Monroe County,0500000US01099.graphml,0.09899993600000001
866,0500000US50009,50009,Essex,Essex County,0500000US50009.graphml,0.096591488
867,0500000US51111,51111,Lunenburg,Lunenburg County,0500000US51111.graphml,0.07654566399999999
868,0500000US38097,38097,Traill,Traill County,0500000US38097.graphml,0.057654912
869,0500000US13139,13139,Hall,Hall County,0500000US13139.graphml,0.48075942399999994
870,0500000US13283,13283,Treutlen,Treutlen County,0500000US13283.graphml,0.04152076800000001
871,0500000US13037,13037,Calhoun,Calhoun County,0500000US13037.graphml,0.021487231999999995
872,0500000US55125,55125,Vilas,Vilas County,0500000US55125.graphml,0.165179008
873,0500000US27007,27007,Beltrami,Beltrami County,0500000US27007.graphml,0.11307379199999998
874,0500000US24019,24019,Dorchester,Dorchester County,0500000US24019.graphml,0.085425792
875,0500000US42037,42037,Columbia,Columbia County,0500000US42037.graphml,0.24565721600000004
876,0500000US39023,39023,Clark,Clark County,0500000US39023.graphml,0.24493632
877,0500000US48323,48323,Maverick,Maverick County,0500000US48323.graphml,0.24861043200000002
878,0500000US04019,4019,Pima,Pima County,0500000US04019.graphml,1.0375328000000001
879,0500000US35006,35006,Cibola,Cibola County,0500000US35006.graphml,0.13213657600000003
880,0500000US34005,34005,Burlington,Burlington County,0500000US34005.graphml,1.2744249600000002
881,0500000US50021,50021,Rutland,Rutland County,0500000US50021.graphml,0.172093056
882,0500000US13099,13099,Early,Early County,0500000US13099.graphml,0.06149286399999998
883,0500000US25007,25007,Dukes,Dukes County,0500000US25007.graphml,0.06321318399999998
884,0500000US38049,38049,McHenry,McHenry County,0500000US38049.graphml,0.05588953600000002
885,0500000US31179,31179,Wayne,Wayne County,0500000US31179.graphml,0.08642521600000003
886,0500000US38045,38045,LaMoure,LaMoure County,0500000US38045.graphml,0.037736063999999986
887,0500000US16023,16023,Butte,Butte County,0500000US16023.graphml,0.028413568
888,0500000US33007,33007,Coos,Coos County,0500000US33007.graphml,0.13592128
889,0500000US38043,38043,Kidder,Kidder County,0500000US38043.graphml,0.025603712
890,0500000US48273,48273,Kleberg,Kleberg County,0500000US48273.graphml,0.08034265600000001
891,0500000US18127,18127,Porter,Porter County,0500000US18127.graphml,0.325582464
892,0500000US28101,28101,Newton,Newton County,0500000US28101.graphml,0.07499737600000003
893,0500000US37163,37163,Sampson,Sampson County,0500000US37163.graphml,0.18941913600000002
894,0500000US47127,47127,Moore,Moore County,0500000US47127.graphml,0.07309273600000002
895,0500000US12103,12103,Pinellas,Pinellas County,0500000US12103.graphml,0.9931690240000001
896,0500000US17065,17065,Hamilton,Hamilton County,0500000US17065.graphml,0.10330073600000003
897,0500000US05105,5105,Perry,Perry County,0500000US05105.graphml,0.128048768
898,0500000US20023,20023,Cheyenne,Cheyenne County,0500000US20023.graphml,0.04394150399999999
899,0500000US08029,8029,Delta,Delta County,0500000US08029.graphml,0.05809728
900,0500000US19185,19185,Wayne,Wayne County,0500000US19185.graphml,0.055676543999999994
901,0500000US48165,48165,Gaines,Gaines County,0500000US48165.graphml,0.089222784
902,0500000US01093,1093,Marion,Marion County,0500000US01093.graphml,0.16199232
903,0500000US37189,37189,Watauga,Watauga County,0500000US37189.graphml,0.16515033600000004
904,0500000US51770,51770,Roanoke,Roanoke city,0500000US51770.graphml,0.226926208
905,0500000US48317,48317,Martin,Martin County,0500000US48317.graphml,0.10377587200000002
906,0500000US48037,48037,Bowie,Bowie County,0500000US48037.graphml,0.214322816
907,0500000US49057,49057,Weber,Weber County,0500000US49057.graphml,0.31381055999999996
908,0500000US29127,29127,Marion,Marion County,0500000US29127.graphml,0.138227328
909,0500000US36045,36045,Jefferson,Jefferson County,0500000US36045.graphml,0.16091916800000003
910,0500000US19097,19097,Jackson,Jackson County,0500000US19097.graphml,0.108297856
911,0500000US38063,38063,Nelson,Nelson County,0500000US38063.graphml,0.032575103999999994
912,0500000US36019,36019,Clinton,Clinton County,0500000US36019.graphml,0.136298112
913,0500000US08045,8045,Garfield,Garfield County,0500000US08045.graphml,0.099106432
914,0500000US29177,29177,Ray,Ray County,0500000US29177.graphml,0.11249215999999998
915,0500000US39073,39073,Hocking,Hocking County,0500000US39073.graphml,0.10228492800000002
916,0500000US01085,1085,Lowndes,Lowndes County,0500000US01085.graphml,0.08300505600000002
917,0500000US13043,13043,Candler,Candler County,0500000US13043.graphml,0.072691328
918,0500000US19113,19113,Linn,Linn County,0500000US19113.graphml,0.24491174400000001
919,0500000US06105,6105,Trinity,Trinity County,0500000US06105.graphml,0.098020992
920,0500000US13215,13215,Muscogee,Muscogee County,0500000US13215.graphml,0.28652710400000003
921,0500000US28135,28135,Tallahatchie,Tallahatchie County,0500000US28135.graphml,0.07648422399999999
922,0500000US20005,20005,Atchison,Atchison County,0500000US20005.graphml,0.08663001600000003
923,0500000US48003,48003,Andrews,Andrews County,0500000US48003.graphml,0.06138227199999999
924,0500000US39109,39109,Miami,Miami County,0500000US39109.graphml,0.28165695999999996
925,0500000US48375,48375,Potter,Potter County,0500000US48375.graphml,0.250904192
926,0500000US40133,40133,Seminole,Seminole County,0500000US40133.graphml,0.135970432
927,0500000US45003,45003,Aiken,Aiken County,0500000US45003.graphml,0.516775552
928,0500000US06045,6045,Mendocino,Mendocino County,0500000US06045.graphml,0.25532787200000007
929,0500000US51550,51550,Chesapeake,Chesapeake city,0500000US51550.graphml,0.69332544
930,0500000US56037,56037,Sweetwater,Sweetwater County,0500000US56037.graphml,0.0610464
931,0500000US48169,48169,Garza,Garza County,0500000US48169.graphml,0.061128320000000014
932,0500000US54031,54031,Hardy,Hardy County,0500000US54031.graphml,0.06330739199999999
933,0500000US55089,55089,Ozaukee,Ozaukee County,0500000US55089.graphml,0.28584307200000003
934,0500000US47163,47163,Sullivan,Sullivan County,0500000US47163.graphml,0.41084070399999995
935,0500000US45059,45059,Laurens,Laurens County,0500000US45059.graphml,0.29959334400000004
936,0500000US56011,56011,Crook,Crook County,0500000US56011.graphml,0.062365312000000006
937,0500000US55117,55117,Sheboygan,Sheboygan County,0500000US55117.graphml,0.17514867199999998
938,0500000US25013,25013,Hampden,Hampden County,0500000US25013.graphml,0.614350464
939,0500000US48055,48055,Caldwell,Caldwell County,0500000US48055.graphml,0.18754726399999996
940,0500000US20029,20029,Cloud,Cloud County,0500000US20029.graphml,0.06477785600000002
941,0500000US06027,6027,Inyo,Inyo County,0500000US06027.graphml,0.08972249600000001
942,0500000US01037,1037,Coosa,Coosa County,0500000US01037.graphml,0.17535347199999998
943,0500000US19059,19059,Dickinson,Dickinson County,0500000US19059.graphml,0.07292889600000002
944,0500000US21095,21095,Harlan,Harlan County,0500000US21095.graphml,0.131366528
945,0500000US20061,20061,Geary,Geary County,0500000US20061.graphml,0.10173606399999999
946,0500000US42011,42011,Berks,Berks County,0500000US42011.graphml,0.579772032
947,0500000US47019,47019,Carter,Carter County,0500000US47019.graphml,0.21729241600000002
948,0500000US27083,27083,Lyon,Lyon County,0500000US27083.graphml,0.082706048
949,0500000US51037,51037,Charlotte,Charlotte County,0500000US51037.graphml,0.060558976000000014
950,0500000US47179,47179,Washington,Washington County,0500000US47179.graphml,0.282308224
951,0500000US45071,45071,Newberry,Newberry County,0500000US45071.graphml,0.173846144
952,0500000US51093,51093,Isle of Wight,Isle of Wight County,0500000US51093.graphml,0.3074126079999999
953,0500000US41069,41069,Wheeler,Wheeler County,0500000US41069.graphml,0.01891494399999999
954,0500000US29023,29023,Butler,Butler County,0500000US29023.graphml,0.15504550399999997
955,0500000US22047,22047,Iberville,Iberville Parish,0500000US22047.graphml,0.12530035199999998
956,0500000US28125,28125,Sharkey,Sharkey County,0500000US28125.graphml,0.028860032000000008
957,0500000US51061,51061,Fauquier,Fauquier County,0500000US51061.graphml,0.35148556799999997
958,0500000US51750,51750,Radford,Radford city,0500000US51750.graphml,0.07108569600000003
959,0500000US32005,32005,Douglas,Douglas County,0500000US32005.graphml,0.14535436800000004
960,0500000US12037,12037,Franklin,Franklin County,0500000US12037.graphml,0.044084864
961,0500000US18055,18055,Greene,Greene County,0500000US18055.graphml,0.122273408
962,0500000US18139,18139,Rush,Rush County,0500000US18139.graphml,0.090144384
963,0500000US55131,55131,Washington,Washington County,0500000US55131.graphml,0.36823001599999994
964,0500000US29105,29105,Laclede,Laclede County,0500000US29105.graphml,0.13600320000000002
965,0500000US42085,42085,Mercer,Mercer County,0500000US42085.graphml,0.25455782400000004
966,0500000US05031,5031,Craighead,Craighead County,0500000US05031.graphml,0.20215769600000003
967,0500000US29195,29195,Saline,Saline County,0500000US29195.graphml,0.13086272000000002
968,0500000US17193,17193,White,White County,0500000US17193.graphml,0.151367296
969,0500000US17039,17039,De Witt,De Witt County,0500000US17039.graphml,0.09433049600000001
970,0500000US32033,32033,White Pine,White Pine County,0500000US32033.graphml,0.02445683200000001
971,0500000US27049,27049,Goodhue,Goodhue County,0500000US27049.graphml,0.174046848
972,0500000US37173,37173,Swain,Swain County,0500000US37173.graphml,0.13710092800000004
973,0500000US12101,12101,Pasco,Pasco County,0500000US12101.graphml,0.735497856
974,0500000US12119,12119,Sumter,Sumter County,0500000US12119.graphml,0.48616204799999996
975,0500000US36059,36059,Nassau,Nassau County,0500000US36059.graphml,1.570999936
976,0500000US38091,38091,Steele,Steele County,0500000US38091.graphml,0.036773503999999985
977,0500000US18163,18163,Vanderburgh,Vanderburgh County,0500000US18163.graphml,0.284479104
978,0500000US29071,29071,Franklin,Franklin County,0500000US29071.graphml,0.30475430400000003
979,0500000US37011,37011,Avery,Avery County,0500000US37011.graphml,0.12508736
980,0500000US54107,54107,Wood,Wood County,0500000US54107.graphml,0.161005184
981,0500000US55007,55007,Bayfield,Bayfield County,0500000US55007.graphml,0.10800294400000002
982,0500000US47161,47161,Stewart,Stewart County,0500000US47161.graphml,0.084954752
983,0500000US55097,55097,Portage,Portage County,0500000US55097.graphml,0.20865395200000006
984,0500000US45063,45063,Lexington,Lexington County,0500000US45063.graphml,0.56831552
985,0500000US24003,24003,Anne Arundel,Anne Arundel County,0500000US24003.graphml,1.053699712
986,0500000US55039,55039,Fond du Lac,Fond du Lac County,0500000US55039.graphml,0.20738828799999995
987,0500000US54101,54101,Webster,Webster County,0500000US54101.graphml,0.045039231999999985
988,0500000US55061,55061,Kewaunee,Kewaunee County,0500000US55061.graphml,0.06338521600000002
989,0500000US48369,48369,Parmer,Parmer County,0500000US48369.graphml,0.11453196800000001
990,0500000US40151,40151,Woods,Woods County,0500000US40151.graphml,0.08361126399999999
991,0500000US21063,21063,Elliott,Elliott County,0500000US21063.graphml,0.080612992
992,0500000US25003,25003,Berkshire,Berkshire County,0500000US25003.graphml,0.27433740799999995
993,0500000US29041,29041,Chariton,Chariton County,0500000US29041.graphml,0.12376025600000004
994,0500000US08103,8103,Rio Blanco,Rio Blanco County,0500000US08103.graphml,0.040476288
995,0500000US08087,8087,Morgan,Morgan County,0500000US08087.graphml,0.066707072
996,0500000US41045,41045,Malheur,Malheur County,0500000US41045.graphml,0.14560012800000002
997,0500000US34023,34023,Middlesex,Middlesex County,0500000US34023.graphml,1.245105792
998,0500000US20167,20167,Russell,Russell County,0500000US20167.graphml,0.07584934399999999
999,0500000US17155,17155,Putnam,Putnam County,0500000US17155.graphml,0.08502848000000002
1000,0500000US46055,46055,Haakon,Haakon County,0500000US46055.graphml,0.02152000000000001
1001,0500000US47111,47111,Macon,Macon County,0500000US47111.graphml,0.06953740800000002
1002,0500000US05023,5023,Cleburne,Cleburne County,0500000US05023.graphml,0.12339980800000003
1003,0500000US01109,1109,Pike,Pike County,0500000US01109.graphml,0.09404377600000002
1004,0500000US16003,16003,Adams,Adams County,0500000US16003.graphml,0.07940876800000002
1005,0500000US25005,25005,Bristol,Bristol County,0500000US25005.graphml,1.241558656
1006,0500000US42107,42107,Schuylkill,Schuylkill County,0500000US42107.graphml,0.34913446400000003
1007,0500000US38103,38103,Wells,Wells County,0500000US38103.graphml,0.038755968
1008,0500000US37045,37045,Cleveland,Cleveland County,0500000US37045.graphml,0.2921918720000001
1009,0500000US05059,5059,Hot Spring,Hot Spring County,0500000US05059.graphml,0.19631270399999998
1010,0500000US24021,24021,Frederick,Frederick County,0500000US24021.graphml,0.36081215999999994
1011,0500000US17169,17169,Schuyler,Schuyler County,0500000US17169.graphml,0.09039424000000001
1012,0500000US06051,6051,Mono,Mono County,0500000US06051.graphml,0.04171737600000003
1013,0500000US06109,6109,Tuolumne,Tuolumne County,0500000US06109.graphml,0.18079705600000004
1014,0500000US35013,35013,Doña Ana,Doña Ana County,0500000US35013.graphml,0.6305050879999999
1015,0500000US13081,13081,Crisp,Crisp County,0500000US13081.graphml,0.061509248000000016
1016,0500000US05027,5027,Columbia,Columbia County,0500000US05027.graphml,0.11693632000000001
1017,0500000US38039,38039,Griggs,Griggs County,0500000US38039.graphml,0.029462143999999996
1018,0500000US06095,6095,Solano,Solano County,0500000US06095.graphml,0.6725300479999999
1019,0500000US19043,19043,Clayton,Clayton County,0500000US19043.graphml,0.10812992000000002
1020,0500000US48449,48449,Titus,Titus County,0500000US48449.graphml,0.10911705600000002
1021,0500000US54027,54027,Hampshire,Hampshire County,0500000US54027.graphml,0.10259622399999999
1022,0500000US37125,37125,Moore,Moore County,0500000US37125.graphml,0.23650675200000001
1023,0500000US20009,20009,Barton,Barton County,0500000US20009.graphml,0.09535449600000001
1024,0500000US38087,38087,Slope,Slope County,0500000US38087.graphml,0.014478976000000005
1025,0500000US22083,22083,Richland,Richland Parish,0500000US22083.graphml,0.117436032
1026,0500000US31071,31071,Garfield,Garfield County,0500000US31071.graphml,0.013614719999999997
1027,0500000US22099,22099,St. Martin,St. Martin Parish,0500000US22099.graphml,0.348130944
1028,0500000US01119,1119,Sumter,Sumter County,0500000US01119.graphml,0.09872550399999999
1029,0500000US01133,1133,Winston,Winston County,0500000US01133.graphml,0.147893888
1030,0500000US12117,12117,Seminole,Seminole County,0500000US12117.graphml,0.729714304
